"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
14 Mar 2023 04:00:00.000,-22.553,40.135,1453.126578,-0.052281,0.000087,0.013754
14 Mar 2023 04:01:00.000,-25.686,40.146,1453.994140,-0.052250,0.000299,0.015167
14 Mar 2023 04:02:00.000,-28.816,40.171,1454.941023,-0.052216,0.000556,0.016398
14 Mar 2023 04:03:00.000,-31.945,40.213,1455.955856,-0.052178,0.000866,0.017432
14 Mar 2023 04:04:00.000,-35.071,40.275,1457.026469,-0.052136,0.001241,0.018257
14 Mar 2023 04:05:00.000,-38.194,40.362,1458.140035,-0.052090,0.001696,0.018864
14 Mar 2023 04:06:00.000,-41.315,40.479,1459.283229,-0.052040,0.002249,0.019245
14 Mar 2023 04:07:00.000,-44.433,40.633,1460.442386,-0.051986,0.002929,0.019396
14 Mar 2023 04:08:00.000,-47.547,40.833,1461.603669,-0.051925,0.003771,0.019316
14 Mar 2023 04:09:00.000,-50.657,41.089,1462.753232,-0.051858,0.004828,0.019005
14 Mar 2023 04:10:00.000,-53.763,41.416,1463.877384,-0.051781,0.006174,0.018469
14 Mar 2023 04:11:00.000,-56.864,41.836,1464.962756,-0.051691,0.007922,0.017713
14 Mar 2023 04:12:00.000,-59.959,42.376,1465.996453,-0.051582,0.010240,0.016746
14 Mar 2023 04:13:00.000,-63.047,43.079,1466.966207,-0.051446,0.013402,0.015581
14 Mar 2023 04:14:00.000,-66.125,44.007,1467.860522,-0.051265,0.017860,0.014231
14 Mar 2023 04:15:00.000,-69.190,45.260,1468.668807,-0.051013,0.024414,0.012713
14 Mar 2023 04:16:00.000,-72.237,47.004,1469.381498,-0.050633,0.034582,0.011045
14 Mar 2023 04:17:00.000,-75.255,49.537,1469.990168,-0.050011,0.051494,0.009246
14 Mar 2023 04:18:00.000,-78.222,53.448,1470.487628,-0.048872,0.082358,0.007337
14 Mar 2023 04:19:00.000,-81.089,60.044,1470.868001,-0.046453,0.146055,0.005343
14 Mar 2023 04:20:00.000,-83.718,72.639,1471.126800,-0.040174,0.296806,0.003285
14 Mar 2023 04:21:00.000,-85.653,99.412,1471.260971,-0.020911,0.623215,0.001188
14 Mar 2023 04:22:00.000,-85.796,141.861,1471.268931,0.016786,0.666357,-0.000923
14 Mar 2023 04:23:00.000,-84.015,171.148,1471.150586,0.038777,0.327387,-0.003022
14 Mar 2023 04:24:00.000,-81.438,-175.052,1470.907333,0.045969,0.158432,-0.005087
14 Mar 2023 04:25:00.000,-78.590,-167.950,1470.542040,0.048664,0.087945,-0.007091
14 Mar 2023 04:26:00.000,-75.632,-163.797,1470.059020,0.049905,0.054384,-0.009011
14 Mar 2023 04:27:00.000,-72.619,-161.132,1469.463976,0.050571,0.036246,-0.010825
14 Mar 2023 04:28:00.000,-69.575,-159.309,1468.763936,0.050973,0.025452,-0.012511
14 Mar 2023 04:29:00.000,-66.511,-158.005,1467.967177,0.051238,0.018547,-0.014049
