"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
14 Mar 2023 04:00:00.000,22.553,160.135,1453.126578,0.052281,0.000087,0.013754
14 Mar 2023 04:01:00.000,25.686,160.146,1453.994140,0.052250,0.000299,0.015167
14 Mar 2023 04:02:00.000,28.816,160.171,1454.941023,0.052216,0.000556,0.016398
14 Mar 2023 04:03:00.000,31.945,160.213,1455.955856,0.052178,0.000866,0.017432
14 Mar 2023 04:04:00.000,35.071,160.275,1457.026469,0.052136,0.001241,0.018257
14 Mar 2023 04:05:00.000,38.194,160.362,1458.140035,0.052090,0.001696,0.018864
14 Mar 2023 04:06:00.000,41.315,160.479,1459.283229,0.052040,0.002249,0.019245
14 Mar 2023 04:07:00.000,44.433,160.633,1460.442386,0.051986,0.002929,0.019396
14 Mar 2023 04:08:00.000,47.547,160.833,1461.603669,0.051925,0.003771,0.019316
14 Mar 2023 04:09:00.000,50.657,161.089,1462.753232,0.051858,0.004828,0.019005
14 Mar 2023 04:10:00.000,53.763,161.416,1463.877385,0.051781,0.006174,0.018469
14 Mar 2023 04:11:00.000,56.864,161.836,1464.962757,0.051691,0.007922,0.017713
14 Mar 2023 04:12:00.000,59.959,162.376,1465.996453,0.051582,0.010240,0.016746
14 Mar 2023 04:13:00.000,63.047,163.079,1466.966207,0.051446,0.013402,0.015581
14 Mar 2023 04:14:00.000,66.125,164.007,1467.860522,0.051265,0.017860,0.014231
14 Mar 2023 04:15:00.000,69.190,165.260,1468.668807,0.051013,0.024414,0.012713
14 Mar 2023 04:16:00.000,72.237,167.004,1469.381498,0.050633,0.034582,0.011045
14 Mar 2023 04:17:00.000,75.255,169.537,1469.990168,0.050011,0.051494,0.009246
14 Mar 2023 04:18:00.000,78.222,173.448,1470.487628,0.048872,0.082358,0.007337
14 Mar 2023 04:19:00.000,81.089,-179.956,1470.868001,0.046453,0.146055,0.005343
14 Mar 2023 04:20:00.000,83.718,-167.361,1471.126800,0.040174,0.296806,0.003285
14 Mar 2023 04:21:00.000,85.653,-140.588,1471.260971,0.020911,0.623215,0.001188
14 Mar 2023 04:22:00.000,85.796,-98.139,1471.268931,-0.016786,0.666357,-0.000923
14 Mar 2023 04:23:00.000,84.015,-68.852,1471.150586,-0.038777,0.327387,-0.003022
14 Mar 2023 04:24:00.000,81.438,-55.052,1470.907333,-0.045969,0.158432,-0.005087
14 Mar 2023 04:25:00.000,78.590,-47.950,1470.542040,-0.048664,0.087945,-0.007091
14 Mar 2023 04:26:00.000,75.632,-43.797,1470.059020,-0.049905,0.054384,-0.009011
14 Mar 2023 04:27:00.000,72.619,-41.132,1469.463975,-0.050571,0.036246,-0.010825
14 Mar 2023 04:28:00.000,69.575,-39.309,1468.763936,-0.050973,0.025452,-0.012511
14 Mar 2023 04:29:00.000,66.511,-38.005,1467.967177,-0.051238,0.018547,-0.014049
14 Mar 2023 04:30:00.000,63.434,-37.042,1467.083125,-0.051426,0.013879,-0.015421
14 Mar 2023 04:31:00.000,60.348,-36.315,1466.122250,-0.051567,0.010585,-0.016610
14 Mar 2023 04:32:00.000,57.254,-35.757,1465.095940,-0.051679,0.008178,-0.017602
14 Mar 2023 04:33:00.000,54.153,-35.324,1464.016373,-0.051770,0.006369,-0.018386
14 Mar 2023 04:34:00.000,51.048,-34.986,1462.896373,-0.051849,0.004979,-0.018950
14 Mar 2023 04:35:00.000,47.938,-34.722,1461.749260,-0.051917,0.003891,-0.019289
14 Mar 2023 04:36:00.000,44.825,-34.516,1460.588692,-0.051978,0.003025,-0.019399
14 Mar 2023 04:37:00.000,41.707,-34.357,1459.428505,-0.052034,0.002327,-0.019277
14 Mar 2023 04:38:00.000,38.587,-34.236,1458.282546,-0.052084,0.001760,-0.018924
14 Mar 2023 04:39:00.000,35.464,-34.145,1457.164510,-0.052130,0.001294,-0.018346
14 Mar 2023 04:40:00.000,32.338,-34.080,1456.087774,-0.052173,0.000910,-0.017548
14 Mar 2023 04:41:00.000,29.210,-34.036,1455.065237,-0.052211,0.000592,-0.016539
14 Mar 2023 04:42:00.000,26.080,-34.009,1454.109160,-0.052246,0.000328,-0.015332
14 Mar 2023 04:43:00.000,22.947,-33.997,1453.231022,-0.052277,0.000111,-0.013941
14 Mar 2023 04:44:00.000,19.813,-33.996,1452.441374,-0.052304,-0.000067,-0.012382
14 Mar 2023 04:45:00.000,16.677,-34.005,1451.749713,-0.052328,-0.000211,-0.010674
14 Mar 2023 04:46:00.000,13.540,-34.022,1451.164365,-0.052348,-0.000326,-0.008838
14 Mar 2023 04:47:00.000,10.402,-34.045,1450.692380,-0.052364,-0.000413,-0.006895
14 Mar 2023 04:48:00.000,7.264,-34.072,1450.339445,-0.052375,-0.000476,-0.004870
14 Mar 2023 04:49:00.000,4.124,-34.102,1450.109818,-0.052383,-0.000516,-0.002785
14 Mar 2023 04:50:00.000,0.984,-34.134,1450.006266,-0.052386,-0.000534,-0.000667
14 Mar 2023 04:51:00.000,-2.156,-34.167,1450.030038,-0.052386,-0.000530,0.001459
14 Mar 2023 04:52:00.000,-5.295,-34.198,1450.180849,-0.052381,-0.000504,0.003568
14 Mar 2023 04:53:00.000,-8.435,-34.228,1450.456880,-0.052371,-0.000456,0.005634
14 Mar 2023 04:54:00.000,-11.573,-34.253,1450.854800,-0.052358,-0.000384,0.007631
14 Mar 2023 04:55:00.000,-14.711,-34.274,1451.369814,-0.052341,-0.000286,0.009537
14 Mar 2023 04:56:00.000,-17.847,-34.288,1451.995715,-0.052320,-0.000161,0.011328
14 Mar 2023 04:57:00.000,-20.982,-34.294,1452.724968,-0.052295,-0.000005,0.012982
14 Mar 2023 04:58:00.000,-24.116,-34.289,1453.548796,-0.052266,0.000187,0.014480
14 Mar 2023 04:59:00.000,-27.248,-34.272,1454.457294,-0.052233,0.000421,0.015805
14 Mar 2023 05:00:00.000,-30.377,-34.239,1455.439551,-0.052197,0.000703,0.016939
14 Mar 2023 05:01:00.000,-33.505,-34.187,1456.483777,-0.052157,0.001044,0.017870
14 Mar 2023 05:02:00.000,-36.629,-34.113,1457.577457,-0.052114,0.001457,0.018588
14 Mar 2023 05:03:00.000,-39.752,-34.012,1458.707494,-0.052066,0.001958,0.019082
14 Mar 2023 05:04:00.000,-42.871,-33.877,1459.860374,-0.052014,0.002571,0.019349
14 Mar 2023 05:05:00.000,-45.987,-33.702,1461.022326,-0.051956,0.003326,0.019385
14 Mar 2023 05:06:00.000,-49.099,-33.476,1462.179487,-0.051893,0.004267,0.019190
14 Mar 2023 05:07:00.000,-52.207,-33.186,1463.318068,-0.051821,0.005457,0.018766
14 Mar 2023 05:08:00.000,-55.310,-32.816,1464.424519,-0.051738,0.006987,0.018118
14 Mar 2023 05:09:00.000,-58.409,-32.340,1465.485688,-0.051640,0.008993,0.017256
14 Mar 2023 05:10:00.000,-61.500,-31.725,1466.488973,-0.051519,0.011689,0.016189
14 Mar 2023 05:11:00.000,-64.584,-30.919,1467.422475,-0.051363,0.015425,0.014930
14 Mar 2023 05:12:00.000,-67.656,-29.845,1468.275134,-0.051151,0.020796,0.013494
14 Mar 2023 05:13:00.000,-70.713,-28.374,1469.036856,-0.050844,0.028894,0.011898
14 Mar 2023 05:14:00.000,-73.748,-26.286,1469.698632,-0.050364,0.041870,0.010162
14 Mar 2023 05:15:00.000,-76.744,-23.169,1470.252640,-0.049536,0.064398,0.008306
14 Mar 2023 05:16:00.000,-79.670,-18.159,1470.692337,-0.047914,0.107941,0.006352
