"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
14 Mar 2023 04:00:00.000,67.277,-31.079,1468.174477,-0.051181,0.020013,-0.013681
14 Mar 2023 04:01:00.000,64.203,-30.043,1467.311259,-0.051384,0.014890,-0.015095
14 Mar 2023 04:02:00.000,61.118,-29.265,1466.368514,-0.051535,0.011309,-0.016332
14 Mar 2023 04:03:00.000,58.026,-28.669,1465.357414,-0.051653,0.008713,-0.017374
14 Mar 2023 04:04:00.000,54.927,-28.208,1464.289954,-0.051749,0.006776,-0.018210
14 Mar 2023 04:05:00.000,51.823,-27.849,1463.178810,-0.051830,0.005294,-0.018830
14 Mar 2023 04:06:00.000,48.714,-27.568,1462.037192,-0.051901,0.004139,-0.019226
14 Mar 2023 04:07:00.000,45.602,-27.349,1460.878689,-0.051964,0.003223,-0.019393
14 Mar 2023 04:08:00.000,42.485,-27.179,1459.717108,-0.052020,0.002488,-0.019329
14 Mar 2023 04:09:00.000,39.366,-27.049,1458.566309,-0.052072,0.001891,-0.019034
14 Mar 2023 04:10:00.000,36.243,-26.951,1457.440040,-0.052119,0.001402,-0.018511
14 Mar 2023 04:11:00.000,33.118,-26.880,1456.351774,-0.052162,0.000999,-0.017767
14 Mar 2023 04:12:00.000,29.991,-26.831,1455.314542,-0.052202,0.000665,-0.016810
14 Mar 2023 04:13:00.000,26.861,-26.800,1454.340780,-0.052238,0.000390,-0.015651
14 Mar 2023 04:14:00.000,23.729,-26.784,1453.442175,-0.052270,0.000161,-0.014304
14 Mar 2023 04:15:00.000,20.595,-26.781,1452.629522,-0.052298,-0.000026,-0.012786
14 Mar 2023 04:16:00.000,17.460,-26.788,1451.912592,-0.052323,-0.000178,-0.011113
14 Mar 2023 04:17:00.000,14.323,-26.803,1451.300014,-0.052343,-0.000300,-0.009307
14 Mar 2023 04:18:00.000,11.185,-26.824,1450.799165,-0.052360,-0.000394,-0.007389
14 Mar 2023 04:19:00.000,8.047,-26.851,1450.416079,-0.052373,-0.000463,-0.005381
14 Mar 2023 04:20:00.000,4.907,-26.880,1450.155376,-0.052381,-0.000508,-0.003309
14 Mar 2023 04:21:00.000,1.767,-26.912,1450.020199,-0.052386,-0.000531,-0.001197
14 Mar 2023 04:22:00.000,-1.372,-26.945,1450.012179,-0.052386,-0.000533,0.000930
14 Mar 2023 04:23:00.000,-4.512,-26.976,1450.131413,-0.052382,-0.000512,0.003045
14 Mar 2023 04:24:00.000,-7.652,-27.006,1450.376461,-0.052374,-0.000470,0.005124
14 Mar 2023 04:25:00.000,-10.790,-27.033,1450.744370,-0.052362,-0.000404,0.007141
14 Mar 2023 04:26:00.000,-13.928,-27.055,1451.230703,-0.052346,-0.000313,0.009071
14 Mar 2023 04:27:00.000,-17.065,-27.071,1451.829600,-0.052325,-0.000195,0.010893
14 Mar 2023 04:28:00.000,-20.201,-27.079,1452.533848,-0.052301,-0.000047,0.012583
14 Mar 2023 04:29:00.000,-23.335,-27.077,1453.334970,-0.052273,0.000136,0.014122
14 Mar 2023 04:30:00.000,-26.467,-27.063,1454.223333,-0.052242,0.000358,0.015491
14 Mar 2023 04:31:00.000,-29.597,-27.034,1455.188263,-0.052206,0.000628,0.016675
14 Mar 2023 04:32:00.000,-32.725,-26.988,1456.218178,-0.052168,0.000953,0.017658
14 Mar 2023 04:33:00.000,-35.850,-26.920,1457.300728,-0.052125,0.001347,0.018429
14 Mar 2023 04:34:00.000,-38.973,-26.826,1458.422947,-0.052078,0.001824,0.018980
14 Mar 2023 04:35:00.000,-42.093,-26.700,1459.571412,-0.052027,0.002406,0.019304
14 Mar 2023 04:36:00.000,-45.210,-26.536,1460.732397,-0.051971,0.003122,0.019398
